location_name,location_region,location_country,location_lat,location_lon,location_tz_id,location_localtime_epoch,location_localtime,current_last_updated_epoch,current_last_updated,current_temp_c,current_temp_f,current_is_day,current_condition_text,current_condition_icon,current_condition_code,current_wind_mph,current_wind_kph,current_wind_degree,current_wind_dir,current_pressure_mb,current_pressure_in,current_precip_mm,current_precip_in,current_humidity,current_cloud,current_feelslike_c,current_feelslike_f,current_vis_km,current_vis_miles,current_uv,current_gust_mph,current_gust_kph
Minsk,Minsk,Belarus,53.9,27.57,Europe/Minsk,1632899835,2021-09-29 10:17,1632899700,2021-09-29 10:15,8,46.4,1,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,6.9,11.2,120,ESE,1033,30.5,0,0,87,100,5.9,42.6,10,6,1,12.3,19.8
