location_name,location_region,location_country,location_lat,location_lon,location_tz_id,location_localtime_epoch,location_localtime,astronomy_astro_sunrise,astronomy_astro_sunset,astronomy_astro_moonrise,astronomy_astro_moonset,astronomy_astro_moon_phase,astronomy_astro_moon_illumination
London,"City of London, Greater London",United Kingdom,51.52,-0.11,Europe/London,1632899862,2021-09-29 8:17,06:58 AM,06:42 PM,11:08 PM,03:53 PM,Last Quarter,35
